                                                                                
                0.87297153099   0.04106419128   -0.00440032718   0.00007943190
NC9H20    H2  -13.78781323178   2.75022814828   -0.13536000759   0.00536359060
                1.01314642012  -0.01537468126    0.00225413760  -0.00021674278
                1.34170583732  -0.21633719302    0.04710143157  -0.00259049174
                0.86975605469   0.04216967444   -0.00419657076  -0.00004407378
NC9H20    HE  -14.01876634188   2.98031986509   -0.20173390888   0.01024399582
                0.99784898224  -0.00064795939   -0.00343340575   0.00051493722
                1.31688955575  -0.22654741533    0.05861768552  -0.00435853024
                0.87629863761   0.04499437299   -0.00623045536   0.00021906542
NC9H20    H2O -16.21232702681   2.93082446761   -0.12529598850   0.00383909386
                1.01774458581  -0.01593218641   -0.00054487798   0.00075471619
                1.29811890183  -0.14154413053    0.01298707305   0.00181906678
                0.86870725059   0.03861451000   -0.00129871495  -0.00071267746
NC8H18    AR  -15.78552879972   2.87444867428   -0.13699798618   0.00496194326
                1.02105460640  -0.02624825172    0.00801019670  -0.00114610657
                1.27882460064  -0.13801461950    0.01056699306   0.00340056028
                0.87433391094   0.04001668443   -0.00363162386  -0.00012371324
NC8H18    N2  -15.53878519236   2.83573767212   -0.13469226270   0.00496720109
                1.02286198302  -0.02803298623    0.00902728709  -0.00132561881
                1.28928457638  -0.14845722561    0.01570032959   0.00240905774
                0.87329026198   0.03954635474   -0.00321911249  -0.00019526513
NC8H18    O2  -15.60218567629   2.83828870017   -0.13352346387   0.00486899261
                1.02198819448  -0.02668348876    0.00800442685  -0.00111789937
                1.28373350493  -0.13767525199    0.00947340226   0.00352801880
                0.87267061373   0.04040699752   -0.00367315300  -0.00011335098
NC8H18    CO  -15.53879314167   2.83575766851   -0.13469527801   0.00496735122
                1.02286203045  -0.02803301677    0.00902729382  -0.00132561881
                1.28928482755  -0.14845727873    0.01570031736   0.00240905774
                0.87329019507   0.03954636564   -0.00321911150  -0.00019526513
NC8H18    CO2 -16.11521327556   2.85454569212   -0.12516441423   0.00415322344
                1.01846183049  -0.01872456335    0.00289454717  -0.00002047054
                1.27440325228  -0.11873336691   -0.00420101439   0.00669809914
                0.87239028298   0.04215742510   -0.00503072554   0.00019160124
NC8H18    H2  -13.77792252904   2.78973800569   -0.14161044326   0.00569349588
                1.01336209370  -0.01497724510    0.00238290629  -0.00025688808
                1.34217859815  -0.21839080716    0.04817987108  -0.00272390479
                0.86981854798   0.04242984144   -0.00433614339  -0.00002905095
NC8H18    HE  -14.06927137525   3.06251224199   -0.21690245495   0.01116673537
                0.99664740454   0.00108361553   -0.00400814387   0.00058717792
                1.29736453360  -0.21853610659    0.05892880108  -0.00457367852
                0.88058053461   0.04397150788   -0.00627695238   0.00023237338
NC8H18    H2O -16.30580202216   3.00862872570   -0.13536398948   0.00427254046
                1.01858682451  -0.01607326620   -0.00051846277   0.00080371461
                1.29491543989  -0.14012818086    0.01324580863   0.00162943785
                0.86852679788   0.03942671438   -0.00161974099  -0.00069608645
NC7H16    AR  -15.83369650086   2.95183269966   -0.14831595248   0.00551075838
                1.02303908403  -0.02787100414    0.00919924293  -0.00135899860
                1.27676161622  -0.13494434202    0.00883437809   0.00375358334
                0.87381666172   0.04095076139   -0.00411428970  -0.00005153618
NC7H16    N2  -15.56498984248   2.90285875478   -0.14482625951   0.00547220795
                1.02515234262  -0.03000532165    0.01037945088  -0.00156213442
                1.28835133646  -0.14648639104    0.01452415671   0.00264894738
                0.87266175541   0.04038512508   -0.00362033306  -0.00013885476
NC7H16    O2  -15.63367144832   2.90855983407   -0.14405582789   0.00538984593
                1.02417372102  -0.02847088114    0.00922065534  -0.00132695978
                1.28219570851  -0.13441666012    0.00755969545   0.00389515063
                0.87188068554   0.04144640709   -0.00417601320  -0.00003892129
NC7H16    CO  -15.56499821030   2.90287781380   -0.14482913864   0.00547235148
                1.02515238399  -0.03000535027    0.01037945734  -0.00156213442
                1.28835153843  -0.14648643109    0.01452414576   0.00264894738
                0.87266169973   0.04038513507   -0.00362033248  -0.00013885476
NC7H16    CO2 -16.18154038454   2.93674755905   -0.13670572693   0.00468893331
                1.01988800682  -0.01925554458    0.00336511872  -0.00007522901
                1.27081592699  -0.11402862015   -0.00700475139   0.00732277620
                0.87194917504   0.04349470912   -0.00584187652   0.00033697957
NC7H16    H2  -13.77660897649   2.83784685203   -0.14922117528   0.00609519427
                1.01365612215  -0.01445740339    0.00254777523  -0.00030888324
                1.34286285764  -0.22106984353    0.04957805577  -0.00289714844
                0.86988352212   0.04276717212   -0.00451649313  -0.00000956813
NC7H16    HE  -14.15140081026   3.16737074904   -0.23614218440   0.01233161487
                0.99560964789   0.00314005372   -0.00473141477   0.00068136644
                1.27662728285  -0.20981886015    0.05941904095  -0.00485357877
                0.88521905582   0.04283464770   -0.00633946615   0.00024961985
NC7H16    H2O -16.43398036280   3.10459824912   -0.14776664179   0.00480573517
                1.01968796984  -0.01624794695   -0.00048555726   0.00086842253
                1.29091246549  -0.13830192382    0.01356509775   0.00138124288
                0.86828937078   0.04046098218   -0.00203115407  -0.00067515288
NC6H14    AR  -15.91697560155   3.05206720296   -0.16297595050   0.00622162961
                1.02590154940  -0.03019244779    0.01083243334  -0.00164581006
                1.27476270671  -0.13087188276    0.00641695792   0.00423013298
                0.87286136234   0.04227110669   -0.00476717485   0.00004592699
NC6H14    N2  -15.61716312455   2.98886536212   -0.15781169152   0.00611931452
                1.02822598995  -0.03267192652    0.01220404640  -0.00188053429
                1.28685226789  -0.14375163732    0.01293821768   0.00297249692
                0.87185949166   0.04151807756   -0.00416462673  -0.00006275699
NC6H14    O2  -15.69374527490   2.99903586422   -0.15761665229   0.00606047126
                1.02714208058  -0.03091525300    0.01086923216  -0.00160861922
                1.28000300465  -0.12994323594    0.00496128310   0.00439078422
                0.87081335687   0.04286441449   -0.00485908116   0.00006158956
NC6H14    CO  -15.61717820838   2.98888605439   -0.15781481703   0.00611947035
                1.02822603226  -0.03267195813    0.01220405370  -0.00188053429
                1.28685245406  -0.14375167083    0.01293820613   0.00297249692
                0.87185943789   0.04151808835   -0.00416462649  -0.00006275699
NC6H14    CO2 -16.28806060640   3.04301934274   -0.15162609349   0.00538146516
                1.02217181612  -0.02009699557    0.00399953801  -0.00014790842
                1.26806790128  -0.10738082691   -0.01120423715   0.00816385728
                0.87053210954   0.04552777354   -0.00695727225   0.00053287449
NC6H14    H2  -13.78832190089   2.89769291492   -0.15868862417   0.00659488366
                1.01407563723  -0.01374889018    0.00276664123  -0.00037888413
                1.34389699470  -0.22470785979    0.05146333058  -0.00313118765
                0.86994600435   0.04322192607   -0.00475867701   0.00001670491
NC6H14    HE  -14.28260972235   3.30537285134   -0.26129286778   0.01384592078
                0.99488951793   0.00565141885   -0.00567425197   0.00080929548
                1.25437951116  -0.20018228906    0.06018201798  -0.00523263870
                0.89030749268   0.04154589446   -0.00642583541   0.00027285205
NC6H14    H2O -16.61195366363   3.22568029666   -0.16338876607   0.00547609410
                1.02118858878  -0.01646932976   -0.00044394750   0.00095778269
                1.28576411591  -0.13585751981    0.01396972288   0.00104243432
                0.86796172132   0.04182521431   -0.00257778765  -0.00064796923
NC5H12    AR  -16.05593250748   3.18615656871   -0.18258743880   0.00717259967
                1.02979309752  -0.03338136620    0.01312939338  -0.00205312935
                1.27094053839  -0.12491854229    0.00304440867   0.00490878876
                0.87178084499   0.04410209411   -0.00570012368   0.00018478060
NC5H12    N2  -15.71042733814   3.10249771820   -0.17496823887   0.00697428837
                1.03260670520  -0.03649602636    0.01480451193  -0.00233224050
                1.28450862982  -0.13977483964    0.01067415423   0.00343271670
                0.87074402975   0.04314023336   -0.00494326422   0.00004551438
NC5H12    O2  -15.79922131887   3.11924729878   -0.17563451672   0.00695152301
                1.03163004619  -0.03462725782    0.01326835153  -0.00200863941
                1.27748274894  -0.12345325051    0.00113285056   0.00509669613
                0.86899476070   0.04498792947   -0.00584359988   0.00020480486
NC5H12    CO  -15.71044792725   3.10251912857   -0.17497146962   0.00697444932
                1.03260675088  -0.03649606341    0.01480452068  -0.00233224050
                1.28450880474  -0.13977486636    0.01067414134   0.00343271670
                0.87074397577   0.04314024574   -0.00494326439   0.00004551438
NC5H12    CO2 -16.45738222562   3.18474543245   -0.17152343600   0.00630496353
                1.02529392469  -0.02125860377    0.00489362254  -0.00024895938
                1.26321850331  -0.09786641748   -0.01706486168   0.00935735222
                0.86878285735   0.04838253863   -0.00854766262   0.00081115807
NC5H12    H2  -13.82033284989   2.97414385149   -0.17078276761   0.00723319733
                1.01471079106  -0.01272679084    0.00307153605  -0.00047818764
                1.34553665311  -0.22991675812    0.05414408692  -0.00346483274
                0.86999613315   0.04386758604   -0.00510138578   0.00005406648
NC5H12    HE  -14.49365012426   3.49435129797   -0.29546089195   0.01588951053
                0.99480528747   0.00882808364   -0.00696178860   0.00099306371
                1.23004425901  -0.18919278317    0.06137341811  -0.00577489381
                0.89601337115   0.04003350721   -0.00654935981   0.00030583644
NC5H12    H2O -16.86383658977   3.38269642593   -0.18360246272   0.00634133991
                1.02335268102  -0.01675760441   -0.00039107998   0.00108904927
                1.27888495087  -0.13241813495    0.01450140862   0.00055241150
                0.86747857428   0.04371307880   -0.00334037716  -0.00061140634
C4H10     AR  -16.28667124822   3.37262679953   -0.20985995700   0.00849505399
                1.03556056295  -0.03810191845    0.01661064441  -0.00267708442
                1.26425871667  -0.11571899502   -0.00204979494   0.00595272782
                0.87040043347   0.04684680987   -0.00713238131   0.00039850420
C4H10     N2  -15.87115197950   3.25829284276   -0.19849088162   0.00814652084
                1.03937380885  -0.04244169916    0.01880892928  -0.00302312912
                1.28061752237  -0.13352320859    0.00717535743   0.00413938825
                0.86904823862   0.04565752565   -0.00614710837   0.00021183379
C4H10     O2  -15.97960277892   3.28516249534   -0.20050306159   0.00818138885
                1.03818471105  -0.04014130391    0.01691125162  -0.00262145677
                1.27157073594  -0.11312104792   -0.00463010031   0.00618273243
                0.86674901611   0.04817347550   -0.00736844990   0.00042527657
C4H10     CO  -15.87117603404   3.25831360387   -0.19849401423   0.00814667688
                1.03937386180  -0.04244174609    0.01880894060  -0.00302312912
                1.28061768893  -0.13352322650    0.00717534194   0.00413938825
                0.86904818167   0.04565754098   -0.00614710916   0.00021183379
C4H10     CO2 -16.72852341878   3.38084670443   -0.19905329623   0.00758263577
                1.03001519564  -0.02301769160    0.00624580285  -0.00039881533
                1.25511629378  -0.08310821467   -0.02602213071   0.01118344707
                0.86621926461   0.05277990885   -0.01099944885   0.00123764355
C4H10     H2  -13.88515039236   3.07516134341   -0.18676296145   0.00807659089
                1.01576676547  -0.01113112450    0.00352779450  -0.00063003761
                1.34850911867  -0.23805121673    0.05826822749  -0.00397884764
                0.86997459019   0.04486348542   -0.00562459296   0.00011141115
C4H10     HE  -14.84280512521   3.76698469693   -0.34428681236   0.01878625536
                0.99595682245   0.01323163096   -0.00888092912   0.00127945874
                1.20450552960  -0.17733303855    0.06349770511  -0.00661462660
                0.90221717081   0.03830079965   -0.00674670472   0.00035633290
C4H10     H2O -17.22971766371   3.59314228662   -0.21061119304   0.00749344454
                1.02673994471  -0.01714366427   -0.00032676341   0.00130023266
                1.26918727987  -0.12722136511    0.01523930712  -0.00021878293
                0.86669280620   0.04651412135   -0.00448112691  -0.00056014386
POSF10264 AR  -15.75032169345   2.76333646679   -0.12074702509   0.00417392351
                1.01830860624  -0.02400280455    0.00636414820  -0.00085120212
                1.28164718779  -0.14224860859    0.01296184775   0.00291252362
                0.87505383910   0.03872619624   -0.00296498013  -0.00022346485
POSF10264 N2  -15.53153739388   2.73810189320   -0.11995121168   0.00423261561
                1.01952095742  -0.02523136418    0.00714153462  -0.00099773892
                1.28932127782  -0.15086328134    0.01736519512   0.00207713555
                0.87445528331   0.03835675969   -0.00267358450  -0.00027330068
POSF10264 O2  -15.58875465758   2.73664281007   -0.11828873131   0.00411560270
                1.01898033011  -0.02424506659    0.00633037422  -0.00082831363
                1.28568792723  -0.14208906491    0.01210447379   0.00302051603
                0.87377266702   0.03898516361   -0.00298296328  -0.00021620684
POSF10264 CO  -15.53153516075   2.73811905369   -0.11995380047   0.00423274453
                1.01952100205  -0.02523138944    0.00714153992  -0.00099773892
                1.28932154468  -0.15086334278    0.01736518410   0.00207713555
                0.87445521546   0.03835676915   -0.00267358305  -0.00027330068
POSF10264 CO2 -16.05373572107   2.73631859201   -0.10856457280   0.00338268528
                1.01629270007  -0.01791955579    0.00223616181   0.00005652942
                1.27818528569  -0.12535925182   -0.00010393833   0.00583225356
                0.87343407838   0.04019719485   -0.00389988268  -0.00000974032
POSF10264 H2  -13.80344696834   2.71720129968   -0.13013514689   0.00508781359
                1.01298241775  -0.01568823694    0.00215072490  -0.00018481163
                1.34136626700  -0.21471293093    0.04624415426  -0.00248458989
                0.86969823356   0.04196280860   -0.00408530401  -0.00005601216
POSF10264 HE  -13.98938480299   2.91425257842   -0.18947975917   0.00949551144
                0.99912071813  -0.00217021114   -0.00295659067   0.00045777364
                1.33411707395  -0.23334650883    0.05835972891  -0.00418799547
                0.87256236488   0.04585921823   -0.00619171513   0.00020848371
POSF10264 H2O -16.14367824670   2.86650054640   -0.11696379554   0.00347996742
                1.01707973890  -0.01581597398   -0.00056645519   0.00071633757
                1.30074237571  -0.14267402914    0.01277297161   0.00196866514
                0.86884910914   0.03795924748   -0.00104113922  -0.00072613616
POSF10325 AR  -15.75032169345   2.76333646679   -0.12074702509   0.00417392351
                1.01830860624  -0.02400280455    0.00636414820  -0.00085120212
                1.28164718779  -0.14224860859    0.01296184775   0.00291252362
                0.87505383910   0.03872619624   -0.00296498013  -0.00022346485
POSF10325 N2  -15.53153739388   2.73810189320   -0.11995121168   0.00423261561
                1.01952095742  -0.02523136418    0.00714153462  -0.00099773892
                1.28932127782  -0.15086328134    0.01736519512   0.00207713555
                0.87445528331   0.03835675969   -0.00267358450  -0.00027330068
POSF10325 O2  -15.58875465758   2.73664281007   -0.11828873131   0.00411560270
                1.01898033011  -0.02424506659    0.00633037422  -0.00082831363
                1.28568792723  -0.14208906491    0.01210447379   0.00302051603
                0.87377266702   0.03898516361   -0.00298296328  -0.00021620684
POSF10325 CO  -15.53153516075   2.73811905369   -0.11995380047   0.00423274453
                1.01952100205  -0.02523138944    0.00714153992  -0.00099773892
                1.28932154468  -0.15086334278    0.01736518410   0.00207713555
                0.87445521546   0.03835676915   -0.00267358305  -0.00027330068
POSF10325 CO2 -16.05373572107   2.73631859201   -0.10856457280   0.00338268528
                1.01629270007  -0.01791955579    0.00223616181   0.00005652942
                1.27818528569  -0.12535925182   -0.00010393833   0.00583225356
                0.87343407838   0.04019719485   -0.00389988268  -0.00000974032
POSF10325 H2  -13.80344696834   2.71720129968   -0.13013514689   0.00508781359
                1.01298241775  -0.01568823694    0.00215072490  -0.00018481163
                1.34136626700  -0.21471293093    0.04624415426  -0.00248458989
                0.86969823356   0.04196280860   -0.00408530401  -0.00005601216
POSF10325 HE  -13.98938480299   2.91425257842   -0.18947975917   0.00949551144
                0.99912071813  -0.00217021114   -0.00295659067   0.00045777364
                1.33411707395  -0.23334650883    0.05835972891  -0.00418799547
                0.87256236488   0.04585921823   -0.00619171513   0.00020848371
POSF10325 H2O -16.14367824670   2.86650054640   -0.11696379554   0.00347996742
                1.01707973890  -0.01581597398   -0.00056645519   0.00071633757
                1.30074237571  -0.14267402914    0.01277297161   0.00196866514
                0.86884910914   0.03795924748   -0.00104113922  -0.00072613616
POSF10289 AR  -15.75087921300   2.72225082660   -0.11473795695   0.00388253985
                1.01731831385  -0.02319355631    0.00577087432  -0.00074486243
                1.28264732332  -0.14376807271    0.01382420513   0.00273681990
                0.87531621672   0.03826169184   -0.00272522388  -0.00025936818
POSF10289 N2  -15.54124336572   2.70157874028   -0.11443697580   0.00395782825
                1.01839462068  -0.02427965033    0.00647497661  -0.00087943549
                1.28967500282  -0.15179095161    0.01794345925   0.00195755394
                0.87477626910   0.03794825684   -0.00247667841  -0.00030140994
POSF10289 O2  -15.59663435941   2.69880564694   -0.11261772889   0.00383516225
                1.01789942628  -0.02337650932    0.00572989724  -0.00072389502
                1.28632358945  -0.14364683854    0.01304792670   0.00283781756
                0.87417636589   0.03847749521   -0.00273613033  -0.00025322544
POSF10289 CO  -15.54124016340   2.70159617076   -0.11443960660   0.00395795935
                1.01839465377  -0.02427966798    0.00647498020  -0.00087943549
                1.28967520970  -0.15179100052    0.01794345125   0.00195755394
                0.87477621738   0.03794826359   -0.00247667718  -0.00030140994
POSF10289 CO2 -16.04457177596   2.69256114480   -0.10242060150   0.00309748396
                1.01644055814  -0.01783766521    0.00198425625   0.00008461904
                1.28623814234  -0.12783669324    0.00050277914   0.00551988550
                0.87172843926   0.03985890324   -0.00348003512  -0.00008233053
POSF10289 H2  -13.82295547937   2.68918641147   -0.12570316119   0.00485388411
                1.01285409721  -0.01594188146    0.00206583239  -0.00015880964
                1.34111455566  -0.21339607119    0.04554623192  -0.00239848382
                0.86964553959   0.04179439588   -0.00399452581  -0.00006572524
POSF10289 HE  -13.97452867152   2.86005833161   -0.17938339779   0.00887664317
                1.00039723455  -0.00352212817   -0.00255317064   0.00041141023
                1.34925708975  -0.23911624451    0.05813417909  -0.00404949979
                0.86930559353   0.04659246886   -0.00615850851   0.00019986914
POSF10289 H2O -16.09329892443   2.81250459328   -0.10996359302   0.00317797225
                1.01654155670  -0.01571866072   -0.00058433667   0.00068546694
                1.30293002296  -0.14359635524    0.01259284159   0.00208969312
                0.86896392654   0.03741912890   -0.00082985178  -0.00073726797
POSF11498 AR  -15.75873322731   2.68777926099   -0.10969623213   0.00363806269
                1.01649461107  -0.02252142336    0.00527849970  -0.00065660832
                1.28345753742  -0.14502337014    0.01453997491   0.00259111251
                0.87553825904   0.03787616367   -0.00252658277  -0.00028914032
POSF11498 N2  -15.55623102376   2.67074428677   -0.10978162710   0.00372584193
                1.01746683741  -0.02349721298    0.00592360782  -0.00078122357
                1.28997832232  -0.15255848838    0.01842086791   0.00185835475
                0.87503700805   0.03761172947   -0.00231364807  -0.00032472685
POSF11498 O2  -15.61029933500   2.66694535294   -0.10784254293   0.00359902205
                1.01700662875  -0.02266175120    0.00523320316  -0.00063723542
                1.28683718900  -0.14492779762    0.01382765762   0.00268631044
                0.87450979137   0.03805900305   -0.00253208380  -0.00028391920
POSF11498 CO  -15.55622277068   2.67076001483   -0.10978400028   0.00372596015
                1.01746686689  -0.02349722784    0.00592361076  -0.00078122357
                1.28997851376  -0.15255853462    0.01842086091   0.00185835475
                0.87503696085   0.03761173527   -0.00231364685  -0.00032472685
POSF11498 CO2 -16.04427976455   2.65583489721   -0.09726381506   0.00285810394
                1.01580056596  -0.01757976220    0.00178166901   0.00010806243
                1.28762554059  -0.12994188468    0.00174686333   0.00526058463
                0.87202091398   0.03924791988   -0.00313268312  -0.00014257185
POSF11498 H2  -13.84508031673   2.66512419541   -0.12189646759   0.00465295701
                1.01275125811  -0.01615117502    0.00199485176  -0.00013722304
                1.34092322991  -0.21230693834    0.04496696669  -0.00232709838
                0.86959783358   0.04165457065   -0.00391902928  -0.00007378391
POSF11498 HE  -13.96987338103   2.81483324122   -0.17092516112   0.00835658041
                1.00160317747  -0.00476585917   -0.00219787791   0.00037305366
                1.36062204398  -0.24310799163    0.05783707736  -0.00393478966
                0.86683656865   0.04711985164   -0.00612489609   0.00019271963
POSF11498 H2O -16.05657829305   2.76654120023   -0.10400056340   0.00292052154
                1.01609704103  -0.01563600448   -0.00059938069   0.00066010321
                1.30478260483  -0.14436345437    0.01243915171   0.00218961984
                0.86905881770   0.03696608333   -0.00065336997  -0.00074662524
POSF12345 AR  -15.76026646732   2.81310819788   -0.12802650897   0.00452691097
                1.01952527613  -0.02499742754    0.00709315037  -0.00098182252
                1.28040719609  -0.14037701399    0.01190157226   0.00312854446
                0.87473311101   0.03929747775   -0.00325993815  -0.00017931637
POSF12345 N2  -15.52951337073   2.78202858524   -0.12658324844   0.00456310672
                1.02100417113  -0.02646663534    0.00797497386  -0.00114299950
                1.28939411607  -0.14982787358    0.01662837353   0.00222409542
                0.87392333126   0.03888234087   -0.00291384639  -0.00023875250
POSF12345 O2  -15.58928169045   2.78228689612   -0.12512986807   0.00445391032
                1.02031004044  -0.02531960641    0.00707026562  -0.00095657692
                1.28485108623  -0.14014958597    0.01094194998   0.00324514761
                0.87328271696   0.03961232576   -0.00328770198  -0.00017068386
POSF12345 CO  -15.52951535665   2.78204684559   -0.12658600306   0.00456324390
                1.02100426441  -0.02646669156    0.00797498594  -0.00114299950
                1.28939464418  -0.14982799080    0.01662835001   0.00222409542
                0.87392319421   0.03888236141   -0.00291384387  -0.00023875250
POSF12345 CO2 -16.07546129075   2.78930185724   -0.11600383903   0.00372800835
                1.01725382649  -0.01827645530    0.00252837494   0.00002226105
                1.27651907445  -0.12242939172   -0.00191792477   0.00621583041
                0.87297153099   0.04106419128   -0.00440032718   0.00007943190
POSF12345 H2  -13.78781323178   2.75022814828   -0.13536000759   0.00536359060
                1.01314642012  -0.01537468126    0.00225413760  -0.00021674278
                1.34170583732  -0.21633719302    0.04710143157  -0.00259049174
                0.86975605469   0.04216967444   -0.00419657076  -0.00004407378
POSF12345 HE  -14.01876634188   2.98031986509   -0.20173390888   0.01024399582
                0.99784898224  -0.00064795939   -0.00343340575   0.00051493722
                1.31688955575  -0.22654741533    0.05861768552  -0.00435853024
                0.87629863761   0.04499437299   -0.00623045536   0.00021906542
POSF12345 H2O -16.21232702681   2.93082446761   -0.12529598850   0.00383909386
                1.01774458581  -0.01593218641   -0.00054487798   0.00075471619
                1.29811890183  -0.14154413053    0.01298707305   0.00181906678
                0.86870725059   0.03861451000   -0.00129871495  -0.00071267746
POSF7688  AR  -15.75087921300   2.72225082660   -0.11473795695   0.00388253985
                1.01731831385  -0.02319355631    0.00577087432  -0.00074486243
                1.28264732332  -0.14376807271    0.01382420513   0.00273681990
                0.87531621672   0.03826169184   -0.00272522388  -0.00025936818
POSF7688  N2  -15.54124336572   2.70157874028   -0.11443697580   0.00395782825
                1.01839462068  -0.02427965033    0.00647497661  -0.00087943549
                1.28967500282  -0.15179095161    0.01794345925   0.00195755394
                0.87477626910   0.03794825684   -0.00247667841  -0.00030140994
POSF7688  O2  -15.59663435941   2.69880564694   -0.11261772889   0.00383516225
                1.01789942628  -0.02337650932    0.00572989724  -0.00072389502
                1.28632358945  -0.14364683854    0.01304792670   0.00283781756
                0.87417636589   0.03847749521   -0.00273613033  -0.00025322544
POSF7688  CO  -15.54124016340   2.70159617076   -0.11443960660   0.00395795935
                1.01839465377  -0.02427966798    0.00647498020  -0.00087943549
                1.28967520970  -0.15179100052    0.01794345125   0.00195755394
                0.87477621738   0.03794826359   -0.00247667718  -0.00030140994
POSF7688  CO2 -16.04457177596   2.69256114480   -0.10242060150   0.00309748396
                1.01644055814  -0.01783766521    0.00198425625   0.00008461904
                1.28623814234  -0.12783669324    0.00050277914   0.00551988550
                0.87172843926   0.03985890324   -0.00348003512  -0.00008233053
POSF7688  H2  -13.82295547937   2.68918641147   -0.12570316119   0.00485388411
                1.01285409721  -0.01594188146    0.00206583239  -0.00015880964
                1.34111455566  -0.21339607119    0.04554623192  -0.00239848382
                0.86964553959   0.04179439588   -0.00399452581  -0.00006572524
POSF7688  HE  -13.97452867152   2.86005833161   -0.17938339779   0.00887664317
                1.00039723455  -0.00352212817   -0.00255317064   0.00041141023
                1.34925708975  -0.23911624451    0.05813417909  -0.00404949979
                0.86930559353   0.04659246886   -0.00615850851   0.00019986914
POSF7688  H2O -16.09329892443   2.81250459328   -0.10996359302   0.00317797225
                1.01654155670  -0.01571866072   -0.00058433667   0.00068546694
                1.30293002296  -0.14359635524    0.01259284159   0.00208969312
                0.86896392654   0.03741912890   -0.00082985178  -0.00073726797
POSF5433  AR  -15.75873322731   2.68777926099   -0.10969623213   0.00363806269
                1.01649461107  -0.02252142336    0.00527849970  -0.00065660832
                1.28345753742  -0.14502337014    0.01453997491   0.00259111251
                0.87553825904   0.03787616367   -0.00252658277  -0.00028914032
POSF5433  N2  -15.55623102376   2.67074428677   -0.10978162710   0.00372584193
                1.01746683741  -0.02349721298    0.00592360782  -0.00078122357
                1.28997832232  -0.15255848838    0.01842086791   0.00185835475
                0.87503700805   0.03761172947   -0.00231364807  -0.00032472685
POSF5433  O2  -15.61029933500   2.66694535294   -0.10784254293   0.00359902205
                1.01700662875  -0.02266175120    0.00523320316  -0.00063723542
                1.28683718900  -0.14492779762    0.01382765762   0.00268631044
                0.87450979137   0.03805900305   -0.00253208380  -0.00028391920
POSF5433  CO  -15.55622277068   2.67076001483   -0.10978400028   0.00372596015
                1.01746686689  -0.02349722784    0.00592361076  -0.00078122357
                1.28997851376  -0.15255853462    0.01842086091   0.00185835475
                0.87503696085   0.03761173527   -0.00231364685  -0.00032472685
POSF5433  CO2 -16.04427976455   2.65583489721   -0.09726381506   0.00285810394
                1.01580056596  -0.01757976220    0.00178166901   0.00010806243
                1.28762554059  -0.12994188468    0.00174686333   0.00526058463
                0.87202091398   0.03924791988   -0.00313268312  -0.00014257185
POSF5433  H2  -13.84508031673   2.66512419541   -0.12189646759   0.00465295701
                1.01275125811  -0.01615117502    0.00199485176  -0.00013722304
                1.34092322991  -0.21230693834    0.04496696669  -0.00232709838
                0.86959783358   0.04165457065   -0.00391902928  -0.00007378391
POSF5433  HE  -13.96987338103   2.81483324122   -0.17092516112   0.00835658041
                1.00160317747  -0.00476585917   -0.00219787791   0.00037305366
                1.36062204398  -0.24310799163    0.05783707736  -0.00393478966
                0.86683656865   0.04711985164   -0.00612489609   0.00019271963
POSF5433  H2O -16.05657829305   2.76654120023   -0.10400056340   0.00292052154
                1.01609704103  -0.01563600448   -0.00059938069   0.00066010321
                1.30478260483  -0.14436345437    0.01243915171   0.00218961984
                0.86905881770   0.03696608333   -0.00065336997  -0.00074662524
ENDDIFF

